SHIP_ID,SHIP_TYPE,ROUTE_ID,MONTH,DISTANCE,WEATHER_CONDITIONS,ENGINE_EFFICIENCY,Actual_Fuel_L,Predicted_Fuel_L,Fuel_Error_L,Actual_CO2_kg,Predicted_CO2_kg,CO2_Error_kg
NG029,TYPE1,ROUTE2,December,125.81,Stormy,79.42,4123.7,3944.926700000003,178.77329999999665,10755.6,10664.84329999999,90.75670000001082
NG030,TYPE2,ROUTE2,January,178.42,Calm,72.05,4428.52,4386.115600000004,42.40439999999671,11684.43,11673.97240000001,10.457599999990634
NG030,TYPE2,ROUTE3,February,116.18,Stormy,78.21,3149.58,3030.6036999999988,118.97630000000117,8825.4,8616.936000000009,208.46399999999085
NG030,TYPE2,ROUTE2,March,52.83,Calm,89.61,1268.79,1291.8942999999977,23.104299999997693,3585.41,3662.944599999998,77.53459999999814
NG030,TYPE2,ROUTE3,April,197.35,Stormy,75.81,4085.84,4365.682800000005,279.8428000000049,11880.69,12102.200899999985,221.51089999998476
NG030,TYPE2,ROUTE3,May,90.8,Calm,72.58,2173.52,2197.696699999999,24.176699999999073,5582.82,5870.974999999997,288.154999999997
NG030,TYPE2,ROUTE2,June,159.71,Calm,73.67,3630.67,3795.109599999999,164.4395999999988,10442.54,10602.644400000008,160.10440000000744
NG030,TYPE2,ROUTE1,July,56.54,Moderate,88.14,1278.36,1338.0342999999993,59.67429999999945,3341.75,3613.252399999999,271.50239999999894
NG030,TYPE2,ROUTE4,August,169.72,Moderate,79.06,5088.27,4874.330300000005,213.93969999999536,13786.21,13506.43629999999,279.77370000000883
NG030,TYPE2,ROUTE1,September,84.41,Stormy,93.28,1730.23,1921.6480000000008,191.4180000000008,4416.29,5136.130299999995,719.8402999999953
NG030,TYPE2,ROUTE4,October,104.55,Calm,75.67,2977.87,2619.0395000000003,358.8304999999996,7719.69,7226.973399999999,492.71660000000065
NG030,TYPE2,ROUTE1,November,184.31,Calm,80.53,4705.79,4681.534999999995,24.255000000004657,13278.47,12718.32429999999,560.14570000001
NG030,TYPE2,ROUTE4,December,192.57,Stormy,93.98,3950.67,4171.274499999997,220.60449999999673,11202.54,11766.49200000001,563.9520000000084
NG031,TYPE2,ROUTE3,January,119.07,Calm,83.56,3379.44,3220.9243,158.51569999999992,9940.69,9376.790899999987,563.8991000000133
NG031,TYPE2,ROUTE1,February,142.02,Stormy,70.44,3229.17,3464.711599999999,235.5415999999991,8272.74,9352.247799999994,1079.507799999994
NG031,TYPE2,ROUTE4,March,153.6,Calm,84.44,3924.42,3845.9995999999996,78.42040000000043,11714.41,10981.220000000003,733.1899999999969
NG031,TYPE2,ROUTE1,April,173.93,Stormy,94.59,4378.45,4311.106700000005,67.343299999995,12796.79,12592.397400000016,204.39259999998467
NG031,TYPE2,ROUTE2,May,132.95,Moderate,73.91,3895.75,3849.615699999999,46.134300000001076,11071.89,10520.023500000003,551.8664999999964
NG031,TYPE2,ROUTE1,June,163.94,Moderate,85.64,4122.72,4248.848699999993,126.12869999999293,11938.53,11915.849700000015,22.680299999985436
NG031,TYPE2,ROUTE1,July,112.35,Stormy,84.84,2928.31,2958.0355,29.72550000000001,7878.63,7993.541600000005,114.91160000000491
NG031,TYPE2,ROUTE4,August,127.69,Calm,84.43,2761.43,2859.145199999997,97.71519999999737,6998.65,7630.2353000000085,631.5853000000088
NG031,TYPE2,ROUTE3,September,195.73,Calm,71.63,4445.42,4475.5984,30.178399999999783,11503.01,12283.481699999998,780.4716999999982
NG031,TYPE2,ROUTE3,October,90.3,Calm,81.8,1891.16,2004.3933000000013,113.23330000000124,5468.73,5726.661699999994,257.93169999999463
NG031,TYPE2,ROUTE4,November,85.73,Stormy,78.56,2432.55,2354.0876999999973,78.46230000000287,6717.69,6581.138899999995,136.55110000000423
NG031,TYPE2,ROUTE2,December,120.54,Calm,71.47,3137.42,3068.4027000000015,69.01729999999861,7948.62,7994.529199999995,45.90919999999551
NG032,TYPE4,ROUTE2,January,453.14,Stormy,70.12,21961.99,20992.594499999992,969.3955000000096,65037.14,61826.205199999946,3210.9348000000537
NG032,TYPE4,ROUTE2,February,396.65,Calm,78.79,19150.2,18307.814499999982,842.3855000000185,49427.38,48204.761499999935,1222.6185000000623
NG032,TYPE4,ROUTE2,March,280.92,Moderate,77.26,13611.66,13314.473499999998,297.1865000000016,35537.02,35924.89550000001,387.8755000000165
NG032,TYPE4,ROUTE4,April,404.44,Moderate,76.19,16565.5,16987.007799999996,421.50779999999577,45631.07,46252.628299999975,621.5582999999751
NG032,TYPE4,ROUTE4,May,348.93,Calm,88.55,16919.62,15938.924700000018,980.6952999999812,48565.92,45178.513799999986,3387.406200000012
NG032,TYPE4,ROUTE2,June,317.2,Stormy,86.21,10763.02,11505.660600000008,742.6406000000079,31798.24,32558.784900000064,760.5449000000626
NG032,TYPE4,ROUTE3,July,276.72,Calm,77.02,11914.77,11568.686400000006,346.0835999999945,32859.83,31366.400600000034,1493.4293999999682
NG032,TYPE4,ROUTE4,August,111.72,Stormy,74.78,4098.19,4176.1778,77.98780000000079,10954.68,11217.617100000014,262.93710000001374
NG032,TYPE4,ROUTE2,September,136.97,Moderate,87.94,4733.49,5056.690099999993,323.20009999999365,14040.17,14062.075099999998,21.90509999999813
NG032,TYPE4,ROUTE2,October,74.78,Moderate,86.11,3164.84,3199.5427999999993,34.702799999999115,8375.31,8617.435900000013,242.12590000001364
NG032,TYPE4,ROUTE1,November,183.77,Calm,81.98,6814.82,6682.557999999998,132.26200000000154,19892.07,19016.140900000013,875.9290999999866
NG032,TYPE4,ROUTE3,December,129.96,Calm,78.55,4911.56,5123.238999999997,211.67899999999645,14207.9,14271.404799999993,63.50479999999334
NG033,TYPE1,ROUTE3,January,42.22,Stormy,90.64,1196.1,1223.9100000000012,27.81000000000131,3267.01,3371.0177000000035,104.0077000000033
NG033,TYPE1,ROUTE1,February,122.92,Calm,84.81,4096.55,3915.535199999996,181.01480000000402,10579.78,10392.90030000001,186.8796999999904
NG033,TYPE1,ROUTE3,March,41.3,Calm,84.66,1351.18,1227.9068,123.27320000000009,3471.03,3353.3671000000013,117.6628999999989
NG033,TYPE1,ROUTE4,April,76.21,Calm,78.01,2371.08,2358.5390999999972,12.540900000002694,6269.5,6460.5746,191.07459999999992
NG033,TYPE1,ROUTE3,May,128.17,Calm,88.53,3322.06,3501.6015999999986,179.54159999999865,9267.98,9910.78149999999,642.8014999999905
NG033,TYPE1,ROUTE4,June,117.24,Stormy,93.33,3530.47,3574.748299999996,44.27829999999631,10465.35,10253.341299999993,212.0087000000076
NG033,TYPE1,ROUTE4,July,91.81,Stormy,77.8,2731.01,2755.8127000000027,24.80270000000246,7276.37,7451.4526000000005,175.08260000000064
NG033,TYPE1,ROUTE3,August,30.59,Calm,94.09,885.05,868.9933000000012,16.056699999998727,2334.45,2311.522400000002,22.92759999999771
NG033,TYPE1,ROUTE4,September,65.41,Calm,81.55,2204.43,2067.8953999999962,136.5346000000036,6020.19,5594.609,425.5809999999992
NG033,TYPE1,ROUTE3,October,127.82,Calm,89.58,4352.54,3987.483699999997,365.0563000000029,12953.09,11533.197499999995,1419.8925000000054
NG033,TYPE1,ROUTE3,November,46.73,Calm,85.59,1328.9,1362.6852999999985,33.785299999998415,3536.98,3653.419699999999,116.439699999999
NG033,TYPE1,ROUTE3,December,87.8,Calm,88.64,2891.55,2832.8746999999967,58.67530000000352,8547.0,8158.681699999998,388.3183000000017
NG034,TYPE3,ROUTE1,January,133.7,Moderate,93.82,2056.93,1990.467699999997,66.46230000000287,6096.58,5746.819,349.7609999999995
NG034,TYPE3,ROUTE3,February,45.96,Moderate,71.33,657.94,743.9604000000006,86.02040000000056,1753.81,2076.8650000000007,323.05500000000075
NG034,TYPE3,ROUTE2,March,46.16,Calm,82.52,510.11,747.6193000000001,237.50930000000005,1429.25,2017.0333,587.7833
NG034,TYPE3,ROUTE3,April,102.86,Calm,78.44,1157.14,1314.2057,157.06569999999988,3378.35,3667.0614,288.71140000000014
NG034,TYPE3,ROUTE4,May,130.82,Moderate,88.72,2317.01,2127.604000000001,189.40599999999904,6664.31,5973.885900000003,690.4240999999975
NG034,TYPE3,ROUTE2,June,183.03,Moderate,71.2,2657.55,2692.6062999999954,35.05629999999519,6870.3,7069.300200000007,199.00020000000677
NG034,TYPE3,ROUTE4,July,107.69,Calm,79.2,1296.57,1717.3677000000012,420.7977000000012,3317.65,4765.2326,1447.5826000000002
NG034,TYPE3,ROUTE4,August,190.55,Calm,84.11,2445.97,2683.393999999999,237.42399999999907,6932.22,7413.557599999987,481.3375999999871
NG034,TYPE3,ROUTE2,September,138.38,Stormy,82.93,2079.81,1792.6064999999983,287.20350000000167,5302.76,4829.482199999998,473.27780000000257
NG034,TYPE3,ROUTE4,October,99.72,Moderate,77.37,1899.94,1298.4319999999998,601.5080000000003,5461.75,3667.0425000000037,1794.7074999999963
NG034,TYPE3,ROUTE2,November,35.57,Moderate,94.45,411.14,453.56319999999954,42.423199999999554,1200.48,1289.4043999999985,88.92439999999851
NG034,TYPE3,ROUTE1,December,158.83,Stormy,81.66,1720.68,2019.3717999999967,298.69179999999665,4683.28,5642.914500000005,959.6345000000056
NG035,TYPE2,ROUTE2,January,181.72,Calm,88.51,4957.67,4890.728099999997,66.94190000000344,14847.03,14322.574200000014,524.455799999987
NG035,TYPE2,ROUTE4,February,124.67,Moderate,70.01,2816.44,2900.4497000000015,84.00970000000143,8150.61,8086.77969999999,63.83030000000963
NG035,TYPE2,ROUTE2,March,132.46,Calm,93.83,3345.33,3370.0779,24.7479000000003,9659.37,9547.049399999996,112.32060000000456
NG035,TYPE2,ROUTE1,April,170.88,Calm,83.08,4849.39,4701.787300000003,147.60269999999764,12140.21,13325.59890000001,1185.3889000000108
NG035,TYPE2,ROUTE3,May,127.75,Moderate,76.28,2942.16,2962.3920999999996,20.23209999999972,8502.55,8317.740300000003,184.80969999999616
NG035,TYPE2,ROUTE2,June,190.58,Moderate,92.18,5141.35,5127.439099999995,13.910900000005313,13793.36,13753.039800000017,40.32019999998374
NG035,TYPE2,ROUTE2,July,92.16,Stormy,73.02,2203.1,2259.6779000000033,56.57790000000341,6449.77,6606.546600000007,156.7766000000065
NG035,TYPE2,ROUTE1,August,100.91,Moderate,84.56,3014.68,2794.6793999999963,220.0006000000035,8736.39,8079.984700000005,656.405299999994
NG035,TYPE2,ROUTE4,September,182.15,Calm,75.62,4799.08,4757.997400000005,41.08259999999518,12304.07,12547.426099999993,243.3560999999936
NG035,TYPE2,ROUTE2,October,100.77,Stormy,91.51,2526.98,2549.5021000000024,22.52210000000241,7289.02,7313.0800000000045,24.060000000004038
NG035,TYPE2,ROUTE2,November,75.6,Calm,70.31,1751.39,1790.198200000002,38.80820000000199,5103.37,5125.550699999996,22.18069999999625
NG035,TYPE2,ROUTE1,December,78.12,Moderate,85.31,2151.93,2082.898899999999,69.03110000000106,6029.58,5698.987500000001,330.59249999999884
NG036,TYPE4,ROUTE4,January,448.32,Calm,86.66,18754.7,18073.455799999974,681.2442000000265,53733.29,52085.075100000024,1648.2148999999772
NG036,TYPE4,ROUTE4,February,165.73,Calm,75.4,6384.08,7581.4841000000015,1197.4041000000016,17499.87,22131.366500000007,4631.496500000008
NG036,TYPE4,ROUTE4,March,254.38,Stormy,71.52,11098.2,11078.052599999988,20.147400000012567,32881.74,31823.66780000005,1058.0721999999478
NG036,TYPE4,ROUTE4,April,96.41,Calm,76.33,3617.35,3662.0580999999966,44.70809999999665,9291.03,9748.004800000015,456.9748000000145
NG036,TYPE4,ROUTE1,May,476.75,Stormy,90.34,17439.52,18483.464500000006,1043.944500000005,50669.16,52220.42990000003,1551.2699000000284
NG036,TYPE4,ROUTE3,June,467.87,Moderate,91.08,19764.07,19202.85060000001,561.2193999999909,50221.53,51058.800799999975,837.2707999999766
NG036,TYPE4,ROUTE3,July,202.99,Moderate,91.05,6561.39,7451.236700000005,889.8467000000046,19317.08,21167.620900000013,1850.5409000000109
NG036,TYPE4,ROUTE3,August,413.97,Moderate,80.29,18037.62,15706.150199999993,2331.469800000006,49624.5,43779.32220000002,5845.177799999983
NG036,TYPE4,ROUTE2,September,218.58,Stormy,88.52,9294.25,9350.587800000001,56.33780000000115,26870.42,26789.903599999965,80.51640000003317
NG036,TYPE4,ROUTE4,October,125.02,Stormy,89.07,4854.02,4910.1128000000035,56.09280000000308,12783.97,12842.353099999986,58.38309999998637
NG036,TYPE4,ROUTE3,November,327.54,Moderate,72.98,11960.63,14536.71050000001,2576.080500000011,31050.58,41118.12000000004,10067.540000000037
NG036,TYPE4,ROUTE4,December,414.72,Calm,71.18,19837.1,18520.44310000002,1316.65689999998,56666.52,51769.63089999996,4896.889100000037
NG037,TYPE4,ROUTE3,January,253.43,Calm,93.17,9895.74,10402.228799999997,506.48879999999735,29503.63,28294.919299999983,1208.7107000000178
NG037,TYPE4,ROUTE4,February,375.73,Calm,78.49,16279.94,15315.670599999976,964.2694000000247,47446.22,44494.71570000006,2951.5042999999423
NG037,TYPE4,ROUTE3,March,446.28,Moderate,72.02,18321.43,17733.634799999985,587.795200000015,51926.92,49838.98379999998,2087.9362000000183
NG037,TYPE4,ROUTE2,April,408.65,Stormy,86.22,18825.88,17994.787499999966,831.0925000000352,48115.95,47017.50900000007,1098.4409999999261
NG037,TYPE4,ROUTE2,May,379.02,Moderate,85.81,18379.1,17023.046200000023,1356.053799999976,46287.32,43273.194899999966,3014.125100000034
NG037,TYPE4,ROUTE2,June,366.05,Calm,71.11,14785.37,14758.016900000024,27.35309999997662,37002.93,39015.12280000004,2012.1928000000407
NG037,TYPE4,ROUTE2,July,495.5,Calm,92.07,23070.0,21212.406499999994,1857.5935000000063,59047.14,57171.83629999996,1875.3037000000404
NG037,TYPE4,ROUTE3,August,72.89,Stormy,73.5,3150.3,2804.1578999999997,346.1421000000005,8404.85,7502.954999999998,901.8950000000023
NG037,TYPE4,ROUTE4,September,116.18,Stormy,78.94,4800.98,4701.379199999996,99.6008000000038,13419.8,12640.794600000014,779.0053999999855
NG037,TYPE4,ROUTE3,October,195.05,Stormy,78.62,6077.71,7667.894900000003,1590.184900000003,15658.75,21623.304700000008,5964.554700000008
NG037,TYPE4,ROUTE3,November,250.25,Moderate,85.52,9944.61,10137.25669999999,192.64669999999023,25961.1,27170.68300000003,1209.5830000000315
NG037,TYPE4,ROUTE2,December,381.18,Stormy,85.25,13264.76,14389.041300000004,1124.2813000000042,36803.83,39146.39430000003,2342.5643000000273
NG038,TYPE1,ROUTE2,January,59.55,Stormy,89.63,1535.99,1621.3517,85.36169999999993,4051.51,4423.988400000003,372.4784000000027
NG038,TYPE1,ROUTE3,February,131.76,Moderate,88.94,4211.8,3947.0450999999966,264.75490000000354,10736.86,10450.654999999993,286.2050000000072
NG038,TYPE1,ROUTE1,March,117.17,Calm,82.46,3115.84,3303.853400000002,188.01340000000164,9065.72,9473.926499999987,408.2064999999875
NG038,TYPE1,ROUTE3,April,29.45,Moderate,88.05,998.3,940.0973000000007,58.202699999999254,2773.11,2608.4031999999956,164.70680000000448
NG038,TYPE1,ROUTE3,May,33.08,Calm,84.66,986.77,988.8699,2.099900000000048,2760.15,2755.3505999999975,4.799400000002606
NG038,TYPE1,ROUTE2,June,106.45,Calm,83.93,3526.0,3282.1695,243.83050000000003,8864.01,8707.246399999996,156.76360000000386
NG038,TYPE1,ROUTE2,July,33.06,Moderate,94.67,869.0,909.6060000000001,40.60600000000011,2242.6,2366.808200000003,124.20820000000322
NG038,TYPE1,ROUTE1,August,102.12,Moderate,75.02,2768.11,3158.8115999999995,390.7015999999994,8268.36,8892.011400000001,623.6514000000006
NG038,TYPE1,ROUTE2,September,33.56,Moderate,87.28,1009.83,998.6504000000006,11.179599999999482,2799.76,2742.143300000002,57.61669999999822
NG038,TYPE1,ROUTE4,October,106.87,Calm,93.4,3716.05,3540.1720999999984,175.87790000000177,11138.72,10286.634499999996,852.0855000000029
NG038,TYPE1,ROUTE2,November,40.59,Calm,85.01,1193.39,1211.9435999999994,18.55359999999928,3442.23,3397.1629000000003,45.067099999999755
NG038,TYPE1,ROUTE1,December,127.42,Calm,91.41,4428.47,4285.426699999994,143.04330000000664,12536.07,11944.218499999995,591.8515000000043
NG039,TYPE2,ROUTE4,January,144.44,Calm,71.52,4228.03,4060.770600000007,167.25939999999264,12596.75,11882.395099999998,714.3549000000021
NG039,TYPE2,ROUTE3,February,187.48,Moderate,86.07,4842.47,4683.007699999998,159.46230000000196,14403.64,12780.964100000005,1622.6758999999947
NG039,TYPE2,ROUTE3,March,191.49,Stormy,83.45,4713.67,4865.543499999995,151.87349999999515,12613.72,13100.498999999989,486.77899999998954
NG039,TYPE2,ROUTE2,April,193.79,Moderate,79.68,5188.07,5193.610300000001,5.54030000000148,14723.97,14312.737199999998,411.2328000000016
NG039,TYPE2,ROUTE2,May,167.56,Calm,72.25,4965.11,4393.122200000003,571.9877999999962,14693.19,11969.313899999997,2723.876100000003
NG039,TYPE2,ROUTE3,June,88.41,Stormy,87.44,2051.46,2210.2595999999994,158.79959999999937,5621.43,6235.031,613.6009999999997
NG039,TYPE2,ROUTE1,July,64.28,Moderate,81.44,1384.93,1442.215099999998,57.28509999999801,3983.49,4080.593199999996,97.10319999999638
NG039,TYPE2,ROUTE2,August,96.34,Moderate,75.07,2659.86,2441.2048999999975,218.65510000000268,6766.77,6801.0938,34.32379999999921
NG039,TYPE2,ROUTE4,September,93.19,Stormy,77.69,2257.04,2286.021799999999,28.98179999999911,6143.2,6260.624400000001,117.42440000000079
NG039,TYPE2,ROUTE3,October,154.83,Moderate,77.42,3553.77,3640.722500000004,86.95250000000397,10240.13,10098.534899999997,141.59510000000228
NG039,TYPE2,ROUTE2,November,57.27,Calm,70.76,1205.32,1284.231600000002,78.91160000000195,3157.95,3404.1053000000034,246.15530000000354
NG039,TYPE2,ROUTE4,December,105.25,Stormy,82.3,2972.94,2682.0802999999974,290.8597000000027,7561.33,7339.6410000000005,221.6889999999994
NG040,TYPE2,ROUTE3,January,95.26,Stormy,81.09,2740.5,2654.4240999999997,86.07590000000027,7939.14,7498.569100000005,440.57089999999516
NG040,TYPE2,ROUTE1,February,181.2,Calm,72.3,5354.46,4858.493300000007,495.96669999999267,15260.05,13600.520200000014,1659.5297999999857
NG040,TYPE2,ROUTE2,March,177.71,Stormy,70.12,3628.23,3936.5851999999977,308.3551999999977,9178.14,10388.901500000009,1210.7615000000096
NG040,TYPE2,ROUTE2,April,60.04,Moderate,71.53,1617.92,1539.9897000000017,77.9302999999984,4160.49,4346.9427000000005,186.45270000000073
NG040,TYPE2,ROUTE1,May,88.93,Moderate,78.2,2630.24,2159.4536000000003,470.7863999999995,6638.61,6202.279399999996,436.33060000000387
NG040,TYPE2,ROUTE4,June,181.58,Calm,89.95,4467.77,4611.405300000005,143.63530000000446,12027.63,12466.681899999994,439.05189999999493
NG040,TYPE2,ROUTE4,July,132.0,Stormy,78.94,3553.16,3470.011399999997,83.14860000000272,9170.97,9080.339699999986,90.63030000001345
NG040,TYPE2,ROUTE1,August,167.28,Moderate,88.66,4474.19,4492.455000000002,18.265000000002146,13342.81,13034.769600000023,308.0403999999762
NG040,TYPE2,ROUTE3,September,194.52,Moderate,79.52,5560.6,5411.071299999993,149.52870000000712,15895.62,15229.413300000017,666.2066999999843
NG040,TYPE2,ROUTE2,October,168.83,Calm,90.81,4583.63,4611.898800000003,28.268800000002557,12698.37,12759.5634,61.19339999999829
NG040,TYPE2,ROUTE3,November,66.86,Calm,94.9,1383.07,1486.636200000002,103.56620000000203,3680.4,4108.182300000002,427.7823000000021
NG040,TYPE2,ROUTE1,December,157.08,Calm,91.89,3621.0,3854.4743000000017,233.47430000000168,10415.05,10774.75340000001,359.70340000001124
NG041,TYPE1,ROUTE1,January,138.57,Stormy,86.99,3906.66,3885.6480999999967,21.011900000003152,10771.52,10897.18720000001,125.66720000000896
NG041,TYPE1,ROUTE1,February,87.13,Moderate,92.24,2663.62,2703.8238999999976,40.2038999999977,7841.89,7919.657200000008,77.7672000000075
NG041,TYPE1,ROUTE4,March,40.22,Calm,81.25,1349.04,1297.2715999999987,51.76840000000129,3538.38,3438.3809000000033,99.99909999999682
NG041,TYPE1,ROUTE3,April,102.82,Stormy,78.2,3252.44,3247.0457000000024,5.394299999997656,8815.9,8854.53800000001,38.638000000009924
NG041,TYPE1,ROUTE2,May,59.81,Stormy,74.43,1558.4,1706.5413999999998,148.14139999999975,3913.09,4469.856099999996,556.7660999999962
NG041,TYPE1,ROUTE2,June,88.01,Calm,84.21,2614.95,2711.2747000000004,96.32470000000058,7250.88,7199.4423,51.437700000000405
NG041,TYPE1,ROUTE1,July,34.72,Calm,75.21,944.62,980.3274999999995,35.70749999999953,2509.99,2528.530999999998,18.54099999999835
NG041,TYPE1,ROUTE2,August,83.88,Calm,81.38,2312.1,2440.4339000000023,128.33390000000236,5843.49,6394.538799999997,551.0487999999968
NG041,TYPE1,ROUTE1,September,28.8,Moderate,74.63,879.48,860.2009999999996,19.27900000000045,2465.78,2314.4080999999987,151.37190000000146
NG041,TYPE1,ROUTE1,October,94.37,Calm,83.82,2838.58,2831.3758999999977,7.2041000000021995,7452.16,7488.303000000002,36.14300000000185
NG041,TYPE1,ROUTE2,November,42.76,Moderate,90.1,1483.23,1329.8550999999995,153.37490000000048,4385.76,3658.3437999999987,727.4162000000015
NG041,TYPE1,ROUTE4,December,27.68,Calm,75.02,711.15,745.9527000000002,34.802700000000186,1788.04,1921.998599999999,133.95859999999902
NG042,TYPE4,ROUTE4,January,52.87,Calm,81.6,2553.1,2467.8412000000017,85.25879999999825,6770.75,6508.763099999998,261.9869000000017
NG042,TYPE4,ROUTE2,February,385.78,Calm,75.93,17682.58,17004.051700000015,678.5282999999872,48396.39,47606.79239999999,789.5976000000082
NG042,TYPE4,ROUTE4,March,52.64,Stormy,73.7,2080.57,2478.480000000002,397.9100000000017,6016.3,6743.928999999996,727.6289999999963
NG042,TYPE4,ROUTE3,April,82.52,Moderate,74.18,2715.02,2822.390599999997,107.37059999999701,7103.44,7445.75339999999,342.31339999999
NG042,TYPE4,ROUTE2,May,261.04,Moderate,93.04,11636.13,11396.000299999996,240.12970000000314,29967.22,29242.297800000037,724.9221999999645
NG042,TYPE4,ROUTE2,June,334.93,Moderate,83.98,15068.67,14730.439199999997,338.230800000003,39630.01,40967.113699999936,1337.1036999999342
NG042,TYPE4,ROUTE1,July,420.75,Stormy,70.11,17261.44,17382.540699999994,121.10069999999541,48925.78,49426.51140000003,500.7314000000333
NG042,TYPE4,ROUTE3,August,214.34,Stormy,83.06,10505.28,10015.350800000013,489.92919999998776,31381.37,29000.008800000047,2381.361199999952
NG042,TYPE4,ROUTE1,September,75.25,Stormy,74.1,2339.56,2574.2912999999985,234.73129999999855,6090.58,6866.370399999996,775.7903999999962
NG042,TYPE4,ROUTE3,October,222.44,Moderate,71.64,8639.41,8927.155799999999,287.7457999999988,24557.5,26509.011300000013,1951.5113000000129
NG042,TYPE4,ROUTE3,November,138.63,Moderate,77.61,5145.1,5222.183299999993,77.08329999999296,14632.48,14503.43679999999,129.04320000000916
NG042,TYPE4,ROUTE4,December,279.1,Stormy,82.94,9226.05,9979.435700000018,753.3857000000189,26851.42,28795.188599999976,1943.7685999999776
NG043,TYPE3,ROUTE1,January,104.31,Calm,76.5,1320.92,1449.5356,128.61559999999986,3764.19,4085.1218000000026,320.93180000000257
NG043,TYPE3,ROUTE2,February,112.46,Stormy,70.83,1807.78,1755.9798999999991,51.80010000000084,5299.98,5138.453699999995,161.526300000005
NG043,TYPE3,ROUTE2,March,169.38,Stormy,70.11,2387.59,2419.8718999999983,32.28189999999813,6625.09,6682.839700000002,57.74970000000212
NG043,TYPE3,ROUTE1,April,22.13,Moderate,86.52,252.26,363.93830000000014,111.67830000000015,745.93,1070.8653999999992,324.9353999999993
NG043,TYPE3,ROUTE1,May,44.26,Calm,87.98,639.99,668.3892999999996,28.399299999999585,1727.3,1826.2724999999984,98.97249999999849
NG043,TYPE3,ROUTE3,June,26.44,Calm,74.41,312.74,350.2260000000005,37.4860000000005,804.45,907.7577999999993,103.30779999999925
NG043,TYPE3,ROUTE1,July,174.74,Stormy,74.19,3080.41,2831.775399999999,248.63460000000077,8903.26,8218.802200000002,684.4577999999983
NG043,TYPE3,ROUTE2,August,81.98,Moderate,77.44,1326.33,1231.0750000000005,95.25499999999943,3652.42,3378.6196,273.8004000000001
NG043,TYPE3,ROUTE3,September,85.8,Calm,82.28,1427.89,1411.442800000001,16.447199999999157,3714.03,3775.960700000005,61.93070000000489
NG043,TYPE3,ROUTE2,October,190.75,Stormy,73.54,3023.68,3022.5693999999967,1.11060000000316,8467.92,8353.894699999999,114.02530000000115
NG043,TYPE3,ROUTE2,November,134.05,Calm,90.85,1980.71,1954.5551999999993,26.154800000000705,5678.37,5434.949599999997,243.4204000000027
NG043,TYPE3,ROUTE1,December,34.25,Calm,70.79,629.43,599.464,29.965999999999894,1639.93,1630.1208999999978,9.809100000002218
NG044,TYPE2,ROUTE4,January,123.45,Stormy,80.13,2619.28,2781.9840000000013,162.7040000000011,6665.2,7301.820099999996,636.6200999999965
NG044,TYPE2,ROUTE3,February,136.29,Stormy,72.15,3942.38,3845.887000000002,96.49299999999812,9986.38,9929.462700000002,56.91729999999734
NG044,TYPE2,ROUTE1,March,151.68,Stormy,92.66,4103.79,4028.8452999999954,74.94470000000456,12241.61,11888.452000000005,353.1579999999958
NG044,TYPE2,ROUTE3,April,146.62,Stormy,78.8,4124.0,3940.5808,183.41919999999982,12337.96,11768.39109999999,569.5689000000093
NG044,TYPE2,ROUTE3,May,156.44,Stormy,84.18,3412.2,3609.882700000004,197.6827000000044,10231.35,10279.42779999999,48.07779999999002
NG044,TYPE2,ROUTE3,June,166.63,Calm,83.51,3748.78,4087.885100000005,339.10510000000477,9918.27,10688.386500000006,770.1165000000055
NG044,TYPE2,ROUTE4,July,187.79,Moderate,71.37,4245.03,4291.917700000007,46.8877000000075,11699.5,11648.820300000003,50.679699999996956
NG044,TYPE2,ROUTE2,August,172.54,Stormy,74.65,3451.72,3755.186399999996,303.46639999999616,10178.28,11037.386800000015,859.1068000000141
NG044,TYPE2,ROUTE2,September,51.37,Calm,82.74,1038.45,1270.0395999999996,231.58959999999956,3113.19,3553.778500000001,440.58850000000075
NG044,TYPE2,ROUTE1,October,159.31,Stormy,91.25,4181.46,3706.622800000003,474.8371999999972,11970.84,10542.684800000005,1428.1551999999956
NG044,TYPE2,ROUTE2,November,100.03,Stormy,81.29,2694.5,2633.1345999999994,61.36540000000059,7992.36,7549.581999999994,442.7780000000057
NG044,TYPE2,ROUTE4,December,124.4,Moderate,81.96,2885.75,2897.0783,11.328300000000127,7981.61,7789.242199999996,192.36780000000363
NG045,TYPE1,ROUTE4,January,125.96,Stormy,78.68,3352.07,3514.407800000003,162.33780000000297,9583.99,9939.182199999992,355.1921999999922
NG045,TYPE1,ROUTE3,February,23.49,Moderate,83.47,655.28,673.6251000000005,18.34510000000057,1678.26,1853.8795999999982,175.61959999999817
NG045,TYPE1,ROUTE4,March,72.74,Calm,88.54,1916.45,2045.7010000000016,129.25100000000157,5363.91,5672.415999999997,308.5059999999976
NG045,TYPE1,ROUTE2,April,81.24,Calm,75.91,2797.59,2611.289099999998,186.300900000002,8204.48,7538.377899999996,666.1021000000037
NG045,TYPE1,ROUTE4,May,46.28,Stormy,79.85,1318.21,1367.535100000001,49.32510000000093,3838.83,3858.7347999999997,19.904799999999796
NG045,TYPE1,ROUTE4,June,63.33,Stormy,75.03,1904.91,1889.6259000000018,15.284099999998261,5015.38,4896.266200000002,119.11379999999826
